ntd_id,legacy_ntd_id,agency_name,reporter_acronym,doing_business_as,reporter_status,reporter_type,reporting_module,organization_type,reported_by_ntd_id,reported_by_name,subrecipient_type,fy_end_date,original_due_date,address_line_1,address_line_2,p_o_box,city,state,zip_code,zip_code_ext,region,url,fta_recipient_id,duns_number,service_area_sq_miles,service_area_pop,primary_uza,uza_name,tribal_area_name,population,density,sq_miles,voms_do,voms_pt,total_voms,volunteer_drivers,personal_vehicles,tam_tier,mode_ar,mode_cb,mode_cc,mode_cr,mode_dr,mode_dt,mode_fb,mode_hr,mode_ip,mode_jt,mode_lr,mode_mb,mode_mg,mode_or,mode_pb,mode_rb,mode_sr,mode_tb,mode_tr,mode_vp,mode_yr,mode_total,mb_only,dr_only,vp_only,mb_dr,vrm_ar,vrm_cb,vrm_cc,vrm_cr,vrm_dr,vrm_dt,vrm_fb,vrm_hr,vrm_ip,vrm_jt,vrm_lr,vrm_mb,vrm_mg,vrm_or,vrm_pb,vrm_rb,vrm_sr,vrm_tb,vrm_tr,vrm_vp,vrm_yr,vrm_total,vrh_ar,vrh_cb,vrh_cc,vrh_cr,vrh_dr,vrh_dt,vrh_fb,vrh_hr,vrh_ip,vrh_jt,vrh_lr,vrh_mb,vrh_mg,vrh_or,vrh_pb,vrh_rb,vrh_sr,vrh_tb,vrh_tr,vrh_vp,vrh_yr,vrh_total,upt_ar,upt_cb,upt_cc,upt_cr,upt_dr,upt_dt,upt_fb,upt_hr,upt_ip,upt_jt,upt_lr,upt_mb,upt_mg,upt_or,upt_pb,upt_rb,upt_sr,upt_tb,upt_tr,upt_vp,upt_yr,upt_total
4R03-41055,4R03-026,McDuffie County Commission Transit,MT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,180 Sweetwater Road,,,Thomson,GA,30824,8712.0,4,http://www.thomson-mcduffie.com,,26376681.0,,,,,,,,,6,,6,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 117,343",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,117343.0,0,0,0.0,0," 8,447",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,8447.0,0.0,0,0.0,0," 24,967",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,24967.0
4R03-41057,4R03-003,Dawson County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,25 Justice Way Suite 2313,,598,Dawsonville,GA,30534,41.0,4,http://www.dawsoncounty.org/departments/dawson-transit,,39486055.0,,,,,,,,,4,,4,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 89,690",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,89690.0,0,0,0.0,0," 5,787",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,5787.0,0.0,0,0.0,0," 11,042",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,11042.0
4R03-41062,4R03-022,Hancock County Transit,HCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,12630 Broad Street,,,Sparta,GA,31087,1748.0,4,http://hancockcountyga.gov/?page_id=3972,,69220754.0,,,,,,,,,4,,4,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 170,092",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,170092.0,0,0,0.0,0," 7,949",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7949.0,0.0,0,0.0,0," 13,397",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,13397.0
4R03-41065,4R03-049,Twiggs County Transit,TCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,425 Railroad Street N.,,,Jeffersonville,GA,31044,818.0,4,www.cityofdanvillega.com/plans.html,,138917708.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 56,570",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,56570.0,0,0,0.0,0," 2,920",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,2920.0,0.0,0,0.0,0," 7,274",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7274.0
4R03-41074,4R03-020,Glascock County Transit,GCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,370 W. Main Street,,66,Gibson,GA,30810,66.0,4,http://glascockcountyga.com/,,26367706.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 39,638",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,39638.0,0,0,0.0,0," 3,828",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3828.0,0.0,0,0.0,0," 4,577",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,4577.0
4R03-41077,4R03-047,Taylor County Transit,TCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,7 Ivy Street,,278,Butler,GA,31006,278.0,4,http://taylorcountyga.com/,,75878769.0,,,,,,,,,5,,5,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 135,110",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,135110.0,0,0,0.0,0," 7,343",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7343.0,0.0,0,0.0,0," 10,861",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,10861.0
4R03-41078,4R03-027,Morgan County Transit,MT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,991 South Main Street,,,Madison,GA,30650,1996.0,4,http://www.morganga.org,,79379467.0,,,,,,,,,5,,5,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 136,238",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,136238.0,0,0,0.0,0," 10,433",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,10433.0,0.0,0,0.0,0," 23,821",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,23821.0
4R03-41085,4R03-084,Haralson County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,155 Van Wert Street,,489,Buchanan,GA,30113,489.0,4,http://haralsoncountyga.gov/,,70327424.0,,,,,,,,,6,,6,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 95,232",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,95232.0,0,0,0.0,0," 6,392",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,6392.0,0.0,0,0.0,0," 6,963",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,6963.0
4R03-41086,4R03-091,Catoosa County,Catoosa Trans-Aid,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,144 Catoosa Circle,,,Ringgold,GA,30736,8078.0,4,http://www.catoosa.com/transit,,82825944.0,,,,,,,,,9,,9,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 143,994",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,143994.0,0,0,0.0,0," 11,114",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,11114.0,0.0,0,0.0,0," 17,079",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,17079.0
4R03-41088,4R03-005,Forsyth County Public Transportation,Forsyth County Dial-A-Ride,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,4140 County Way,,,Cumming,GA,30028,3955.0,4,http://www.forsythco.com,,70327549.0,,,,,,,,,8,,8,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 175,885",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,175885.0,0,0,0.0,0," 11,379",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,11379.0,0.0,0,0.0,0," 16,333",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,16333.0
4R03-41099,4R03-073,Telfair County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,91 Telfair Avenue,Suite A,,McRae,GA,31055,,4,http://www.telfairco.org/,,79379582.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 37,088",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,37088.0,0,0,0.0,0," 3,720",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3720.0,0.0,0,0.0,0," 9,660",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,9660.0
4R03-41103,4R03-075,Wheeler County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,20 W. Forrest Ave,,181,Alamo,GA,30411,181.0,4,https://www.wheelercounty.org/,,13795174.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 45,407",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,45407.0,0,0,0.0,0," 2,473",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,2473.0,0.0,0,0.0,0," 4,049",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,4049.0
4R03-41104,4R03-046,Talbot County Transit,TCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,74 West Monroe Street,,56,Talbotton,GA,31827,56.0,4,http://www.talbotcountyga.org/content/talbot_transit.php,,79377305.0,,,,,,,,,6,,6,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 179,736",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,179736.0,0,0,0.0,0," 10,185",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,10185.0,0.0,0,0.0,0," 11,434",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,11434.0
4R03-41108,4R03-124,Lower Chattahoochee Regional Transit Authority,LCRTA,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,228 West Lamar Street,,,Americus,GA,31709,3545.0,4,http://www.rivervalleyrc.org,,78835871.0,,,,,,,,,18,,18,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 844,314",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,844314.0,0,0,0.0,0," 35,538",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,35538.0,0.0,0,0.0,0," 33,710",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,33710.0
4R03-41112,4R03-118,Coastal Regional Commission,Coastal Regional Coaches,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,1181 Coastal Drive SW,,,Darien,GA,31305,,4,http://www.crc.ga.gov,,78313632.0,,,,,,,,,69,,69,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 1,926,040",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1926040.0,0,0,0.0,0," 112,261",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,112261.0,0.0,0,0.0,0," 128,381",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,128381.0
4R03-41126,4R03-071,Pierce County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,312 Nichols St					,Suite 5,,Blackshear,GA,31516,,4,			,,606950400.0,,,,,,,,,7,,7,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 181,192",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,181192.0,0,0,0.0,0," 9,864",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,9864.0,0.0,0,0.0,0," 12,195",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,12195.0
4R03-41128,4R03-116,Berrien County,MIDS,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,201 N. Davis,Room 198,,Nashville,GA,31639,1407.0,4,http://midsinc.net					,,78119468.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 94,771",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,94771.0,0,0,0.0,0," 4,618",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,4618.0,0.0,0,0.0,0," 5,972",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,5972.0
4R03-41133,4R03-115,Coweta County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,21 East Washington Street,,,Newnan,GA,30263,,4,http://www.coweta.ga.us,,60654159.0,,,,,,,,,6,,6,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 239,219",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,239219.0,0,0,0.0,0," 14,953",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,14953.0,0.0,0,0.0,0," 36,713",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,36713.0
4R03-41138,4R03-089,Whitfield County W.T.S.,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,301 West Crawford Street,,248,Dalton,GA,30720,248.0,4,http://www.whitfieldcountyga.com/transit.htm,,73458721.0,,,,,,,,,11,,11,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 228,602",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,228602.0,0,0,0.0,0," 16,215",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,16215.0,0.0,0,0.0,0," 34,258",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,34258.0
4R03-41139,4R03-018,Columbia County CommissionTransit,CCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,650-B Ronald Reagan Drive,,498,Evans,GA,30809,,4,http://www.columbiacountyga.gov,,72471667.0,,,,,,,,,11,,11,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 281,470",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,281470.0,0,0,0.0,0," 17,365",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,17365.0,0.0,0,0.0,0," 46,963",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,46963.0
4R03-41140,4R03-117,Clay County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,105 N. Washington St.,,519,Ft Gaines,GA,39850,519.0,4,http://www.claycountyga.net/transit-system,,102055345.0,,,,,,,,,5,,5,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 201,172",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,201172.0,0,0,0.0,0," 9,447",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,9447.0,0.0,0,0.0,0," 10,457",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,10457.0
4R03-41142,4R03-074,Wayne County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,341 E Walnut Street,,270,Jesup,GA,31546,,4,https://www.waynecountyga.us/		,,26406090.0,,,,,,,,,12,,12,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 368,694",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,368694.0,0,0,0.0,0," 16,997",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,16997.0,0.0,0,0.0,0," 45,739",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,45739.0
4R03-41144,4R03-008,Hart County Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,139 Clay Street,,,Hartwell,GA,30643,2264.0,4,www.hartcountyga.gov,,10127611.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 58,484",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,58484.0,0,0,0.0,0," 4,275",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,4275.0,0.0,0,0.0,0," 9,025",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,9025.0
4R03-41145,4R03-012,Union County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,65 Courthouse Street Box 1,,,Blairsville,GA,30512,307.0,4,http://www.unioncountyga.gov,,80085426.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 43,688",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,43688.0,0,0,0.0,0," 3,878",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3878.0,0.0,0,0.0,0," 6,180",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,6180.0
4R03-41147,4R03-101,Bacon County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,502 West 12th St. ,Ste. 200,356,Alma,GA,31510,,4,http://midsinc.net,,12946745.0,,,,,,,,,2,,2,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 55,406",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,55406.0,0,0,0.0,0," 3,857",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3857.0,0.0,0,0.0,0," 3,924",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3924.0
4R03-41149,4R03-045,City of Americus,AT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,101 West Lamar St.,,,Americus,GA,31709,3580.0,4,http://www.cityofamericus.net,,65356818.0,,,,,,,,,5,,5,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 196,578",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,196578.0,0,0,0.0,0," 12,007",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,12007.0,0.0,0,0.0,0," 16,260",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,16260.0
4R03-41154,4R03-009,Jackson County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,12 Hendrix Drive,,,Jefferson,GA,30549,2986.0,4,www.jacksoncountygov.com,,69213155.0,,,,,,,,,3,,3,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 162,155",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,162155.0,0,0,0.0,0," 7,401",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7401.0,0.0,0,0.0,0," 12,285",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,12285.0
4R03-41155,4R03-014,Social Circle Area Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,166 N. Cherokee Rd.,,310,Social Circle,GA,30025,313.0,4,http://www.socialcirclega.com,,27185065.0,,,,,,,,,3,,3,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 29,730",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,29730.0,0,0,0.0,0," 2,979",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,2979.0,0.0,0,0.0,0," 7,084",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,7084.0
4R03-41156,4R03-066,Wilcox County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",4R03,Georgia Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,103 N. Broad Street,,,Abbeville,GA,31001,4246.0,4,http://www.wilcoxcountygeorgia.com,,26422519.0,,,,,,,,,3,,3,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 208,015",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,208015.0,0,0,0.0,0," 8,646",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,8646.0,0.0,0,0.0,0," 5,622",0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,5622.0
