NTD_ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles,TAM Tier
5R04-50504,5R04-064,Productive Alternatives,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,1225 North Tower Road,,,Fergus Falls,MN,56537,,5,http://www.paiff.org,,071770424,,,,,,,,,18,,18,,,
5R04-50510,5R04-036,"Three Rivers Community Action, Inc.",,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,55049 - 241st Avenue,,,Plainview,MN,55964,,5,http://www.threeriverscap.org,,797200748,,,,,,,,,20,,20,,,
5R04-50520,5R04-001,"Arrowhead Economic Opportunity Agency, Inc.",,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,702 3rd Avenue South,,,Virginia,MN,55792,2797,5,http://www.aeoa.org,,082523713,,,,,,,,,339,,339,250,250,
5R04-55314,,Central Community Transit,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,1320 22nd Street SW,,186,Wilmar,MN,56201,186,5,http://www.cctbus.org,,024034824,,,,,,,,,32,,32,,,
5R04-55320,,Faribault-Martin Counties Joint Powers,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,201 Lake Avenue,,,Fairmont,MN,56031,1845,5,http://www.PLTransit.com,,079768715,,,,,,,,,9,,9,,,
5R04-55325,,Minnesota River Valley Transit,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,227 S. Front Street ,,,St Peter,MN,56082,,5,www.mrvtransit.com,,080427681,,,,,,,,,6,,6,,,
5R04-55326,,"United Community Action Partnership, Inc.",,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R04,Minnesota Department of Transportation ,Rural General Public Transit,6/30/2019,10/31/2019,1400 South Saratoga Street,,,Marshall,MN,56258,3114,5,www.communitytransitswmn.org,,114274582,,,,,,,,,110,,110,64,64,
5R05,5R05,Ohio Department of Transportation,ODOT,,Active,State Reporter,Rural,,,,,12/31/2019,4/30/2020,Office of Transit,"1980 West Broad Street, Mail Stop 3110",,Columbus,OH,43223,,5,http://www.dot.state.oh.us/,1225,809174402,,,,,,,,,,,,,,
5R05-50164,5R05-082,Sandusky Transit System,STS,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,City of Sandusky,222 Meigs Street,,Sandusky,OH,44870,,5,http://www.ci.sandusky.oh.us/,6279,076919786,,,,,,,,,27,,27,,,
5R05-50255,5R05-045,Carroll County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,"1182 Roswell Road, S.W.",,185,Carrollton,OH,44615,,5,https://carrollcountyohio.us/agencies-and-departments/carroll-county-transit/,1225,097627905,,,,,,,,,12,,12,,,
5R05-50275,5R05-062,Knox Area Transit,KAT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,25 Columbus Road,,,Mt. Vernon,OH,43050,,5,https://www.co.knox.oh.us/index.php/county-offices/knox-area-transit,1225,957043805,,,,,,,,,28,,28,,,
5R05-50278,5R05-043,Athens Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1015 East State Street,,,Athens,OH,45701,,5,http://www.athenstransit.org/,1225,075027409,,,,,,,,,10,,10,,,
5R05-50284,5R05-046,Champaign Transit System,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1512 U.S. Highway 68,Suite K 100,,Urbana,OH,43078,,5,http://co.champaign.oh.us/transit/,1225,198245529,,,,,,,,,10,,10,,,
5R05-50292,5R05-044,Bowling Green Transit,BG,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,304 N. Church Street,,,Bowling Green,OH,43402,,5,http://www.bgohio.org,1225,085580020,,,,,,,,,7,,7,,,
5R05-50293,5R05-063,Monroe County Public Transportation,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,118 Home Avenue,,507,Woodsfield,OH,43793,,5,http://www.monroecountyohio.com/departments/index.php,1225,828479548,,,,,,,,,11,,11,,,
5R05-50294,5R05-081,Hocking Athens Perry CAC - InterCity,HAPCAP,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Intercity Bus,12/31/2019,4/30/2020,3 Cardaras Drive,,,Glouster,OH,45732,,5,http://www.hapcap.org,1225,075027409,,,,,,,,,,,,,,
5R05-50298,5R05-065,Ottawa County Transportation Agency,OCTA,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,275 N. Toussaint South Rd.,,,Oak Harbor,OH,43449,,5,http://octapublictransit.org/,1225,831016576,,,,,,,,,25,,25,,,
5R05-50316,5R05-076,Wilmington Transit System,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,260 Charles Street,,,Wilmington,OH,45177,,5,https://wilmingtonoh.org/municipal-services/wilmington-transit-system/,1225,170241632,,,,,,,,,16,,16,,,
5R05-50326,5R05-052,Geauga County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,12555 Merritt Road,,,Chardon,OH,44024,,5,http://www.geaugatransit.org/,1225,076760610,,,,,,,,,14,,14,,,
5R05-50341,5R05-074,South East Area Transit,SEAT,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,375 Fairbanks Street,,,Zanesville,OH,43701,,5,http://seatbus.org/,1225,082213794,,,,,,,,,24,,24,,,
5R05-50343,5R05-066,Perry County Transit,PCT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,552 West Broadway,,265,New Lexington,OH,43764,,5,http://www.perryjfs.org/children_families_transportation.html,1225,832978159,,,,,,,,,29,,29,,,
5R05-50362,5R05-056,Huron County Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,130 Shady Lane,,,Norwalk,OH,44857,,5,http://huroncountytransit.net/,1225,101506442,,,,,,,,,10,,10,,,
5R05-50363,5R05-071,Scioto County/Access Scioto County,ASC,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,601 Eight Street,,,Portsmouth,OH,45662,,5,http://www.asctransit.org/id24.html,1225,079438891,,,,,,,,,8,,8,,,
5R05-50377,5R05-054,Hancock Area Transportation Services,HATS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,122 Jefferson Street,,179,Findlay,OH,45839,,5,http://www.hhwpcac.org/hancock-area-transportation-services/,1225,097232284,,,,,,,,,17,,17,,,
5R05-50382,5R05-041,Ashland Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,206 Claremont Avenue,,,Ashland,OH,44805,,5,http://www.ashland-ohio.com/ashland-transit,1225,020644100,,,,,,,,,8,,8,,,
5R05-50388,5R05-060,Marion Area Transit,MAT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,137 S. State Street,,,Marion,OH,43302,,5,http://www.marionohio.us/transit,1225,071640015,,,,,,,,,10,,10,,,
5R05-50390,5R05-042,Ashtabula County Transportation System,ACTS,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,4332 Main Avenue,,,Ashtabula,OH,44004,,5,https://acdjfs.org/?page_id=16,1225,945008142,,,,,,,,,,16,16,,,
5R05-50406,5R05-057,Lancaster Public Transit System,LPTS,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,746 Lawrence Street,,,Lancaster,OH,43130,,5,http://www.ci.lancaster.oh.us/242/Transit,1225,075491303,,,,,,,,,19,,19,,,
5R05-50410,5R05-051,Fayette County Transportation Program,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,"1400 US Route 22, NW",,,Washington Court House,OH,43160,,5,http://www.cacfayettecounty.org/transportation/,1225,092163336,,,,,,,,,14,,14,,,
5R05-50415,5R05-053,Greenville Transit System,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1425 KitchenAid Way,,,Greenville,OH,45331,,5,https://www.cityofgreenville.org/2172/Transit-Home,1225,084747179,,,,,,,,,8,,8,,,
5R05-50421,5R05-064,Morgan County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,37 South 5th Street,,,McConnelsville,OH,43756,,5,http://www.mocopublictransit.com/,1225,081309718,,,,,,,,,18,,18,,,
5R05-50424,5R05-058,Transportation for Logan County,TLC,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,125 E. Patterson Ave.,,,Bellefonatine,OH,43311,,5,http://tlcrtc.org/,1225,160220380,,,,,,,,,12,,12,,,
5R05-50429,5R05-047,Chillicothe Transit System,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,575 E. 7th Street,,,Chillicothe,OH,45601,,5,http://www.chillicothe.com/transit.html,1225,790638501,,,,,,,,,20,,20,,,
5R05-50433,5R05-070,Transportation Resources For Independent People of Sandusky (TRIPS),TRIPS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,109 S. Front Street,,590,Fremont,OH,43420,,5,https://www.glcap.org/programs/transportation/,1225,077573533,,,,,,,,,14,,14,,,
5R05-50434,5R05-067,Pickaway Area Rural Transit,PICCA,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,469 East Ohio Street,,67,Circleville,OH,43113,,5,http://www.picca.info/,1225,101629871,,,,,,,,,12,,12,,,
5R05-50438,5R05-059,Logan Transit System,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1005 C.I.C. Drive,,,Logan,OH,43138,,5,http://www.loganpublictransit.com/,1225,075027409,,,,,,,,,8,,8,,,
5R05-50440,5R05-072,Seneca-Crawford Area Transportation,SCAT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,3446 S TR 151,,922,Tiffin,OH,44883,,5,http://www.senecascat.org/,1225,111127817,,,,,,,,,23,,23,,,
5R05-50462,5R05-055,Harrison County Rural Transit,HCRT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,536 North Main Street,,,Cadiz,OH,43907,,5,http://thisismycounty.com/harrison-county-rural-transit/,1225,830951435,,,,,,,,,14,,14,,,
5R05-50464,5R05-068,Pike County/Community Action Transit System,CATS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,508 Howard Street,,799,Piketon,OH,45690,,5,http://www.catsservices.org/,1225,022452262,,,,,,,,,11,,11,,,
5R05-50481,5R05-048,Columbiana County/Community Action Rural Transit System,CARTS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,7880 Lincole Place,,,Lisbon,OH,44432,,5,http://www.cartsonline.org/,1225,097613962,,,,,,,,,37,,37,,,
5R05-50497,5R05-073,Shelby Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,415 S. Vandemark road,,,Sidney,OH,45365,,5,http://sidneyoh.com/spt/SPT.html,1225,074724295,,,,,,,,,10,,10,,,
5R05-55324,3098,Washington County Commissioners,CABL Bus lines,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,223 Putnam Street,,,Marietta,OH,45750,,5,http://www.wmcap.org/,6282,005059535,53,"25,000",,,,,,,,6,6,,,
5R05-55328,,Horizons of Tuscarawas & Carroll Counties,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,220 W. 4th Street,,,Dover,OH,44622,,5,http://www.horizonsoftuscandcarroll.org/Transportation-Services,1225,606383495,,,,,,,,,11,,11,,,
5R05-55459,,"Adams Brown Counties Economic Opportunities, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,406 W. Plum St.,,,Georgetown,OH,45121,,5,http://www.abcap.net/,,091824029,,,,,,,,,,,,,,
5R05-55460,,Ability Works Inc.,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,3920 Columbus Avenue,,,Sandusky,OH,44870,,5,www.ability-works.com,,167496264,,,,,,,,,,,,,,
5R05-55461,,"Adams County Senior Citizens Council, Inc",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,10835 State Route 41,,,West Union,OH,45693,,5,https://adams-county-senior-citizens-council-oh.hub.biz/,,096501432,,,,,,,,,,,,,,
5R05-55462,,"Ashtabula County Council on Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,4148 Main Ave,,,Ashtabula,OH,44004,,5,https://www.ashtabulaseniorcenter.com/,,178310124,,,,,,,,,,,,,,
5R05-55463,,"Allen County Council on Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,215 North Central Avenue,,,Lima,OH,45801,,5,https://www.accoa.org/,,615944303,,,,,,,,,,,,,,
5R05-55464,,Auglaize County Council on Aging ,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,610 Indiana Ave,,PO Box 215,Saint Marys,OH,45885,,5,http://www.auglaizeseniorservices.com/,,168470938,,,,,,,,,,,,,,
5R05-55465,,Belmont County Board Of Developmental Disabilities,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,68421 Hammond Road,,,St. Clairsville,OH,43950,,5,https://www.bcbdd.org/,,072064004,,,,,,,,,,,,,,
5R05-55466,,Brown County Senior Citizens Council,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,505 North Main Street,,,Georgetown,OH,45121,,5,http://www.browncountyohio.gov/,,166874289,,,,,,,,,,,,,,
5R05-55467,,Canal Winchester Human Services,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,80 Covenant Way,,,Canal Winchester,OH,43110,,5,https://www.facebook.com/cwhumanservices/,,061595885,,,,,,,,,,,,,,
5R05-55468,,Catholic Social Services,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1031 Brice Street,,,Newark,OH,43055,,5,www.colscss.org,,825212637,,,,,,,,,,,,,,
5R05-55469,,Coshocton County Coordinated Transportation Agency,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,401 Main St,,,Coshocton,OH,43812,,5,www.coshoctoncounty.net,,097545826,,,,,,,,,,,,,,
5R05-55470,,"Country Neighbor Program, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,39 South Maple Street,,PO Box 212,Orwell,OH,44076,,5,www.countryneighbor.org,,064178213,,,,,,,,,,,,,,
5R05-55471,,"Delphos Senior Citizens, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,301 E. Suthoff St.,,,Delphos,OH,45833,,5,https://delphosseniorcitizens.weebly.com/,,119268274,,,,,,,,,,,,,,
5R05-55472,,"Fairfield Center for disAbilities & Cerebral Palsy, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,681 E. 6th Avenue,,,Lancaster,OH,43130,,5,www.fcdcp.org,,163555774,,,,,,,,,,,,,,
5R05-55473,,Fayette County Commission on Aging,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1179 S. Elm St.,,,Washington Court House,OH,43160,,5,www.fayettecoa.com,,055636146,,,,,,,,,,,,,,
5R05-55474,,"FRS Transportation, Inc",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,313 Chillicothe Avenue ,,P. O. Box 502,Hillsboro,OH,45133,,5,frstransportation.org,,139269273,,,,,,,,,,,,,,
5R05-55475,,Gallia County Council on Aging,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1165 State Route 160,,,Gallipolis,OH,45631,,5,https://www.aaa7.org/,,799591854,,,,,,,,,,,,,,
5R05-55476,,Geneva Area Senior Corporation,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,62 W. Main Street,,,Geneva,OH,44041,,5,https://genevaohio.gov/senior-center/,,966835402,,,,,,,,,,,,,,
5R05-55477,,"Guernsey County Senior Citizens Center, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1022 Carlisle Ave,,,Cambridge,OH,43725,,5,www.guernseysenior.org,,926123738,,,,,,,,,,,,,,
5R05-55478,,Hands of Grace Faith in Action,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,104 Monroe St.,,,Delta,OH,43515,,5,http://www.handsofgrace.org/index.html,,364266999,,,,,,,,,,,,,,
5R05-55479,,"Hardin County Council on Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,100 Memorial Avenue,,,Kenton,OH,43326,,5,hardincoa.net,,167488725,,,,,,,,,,,,,,
5R05-55480,,Henry County Transportation Network,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,1805 Oakwood Ave,,,Napoleon,OH,43545,,5,henrycountyohio.com,1225,828464938,,,,,,,,,,,,,,
5R05-55481,,"Highland County Community Action Organization, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1487 N High St,Suite 500,,Hillsboro,OH,45133,,5,www.hccao.org,,092814201,,,,,,,,,,,,,,
5R05-55482,,"Jackson County Board on Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,25 E. Mound Street,,,Jackson,OH,45640,,5,https://transportation.jvcai.org/jackson-county-board-on-aging--senior-citizen-center.html,,112584255,,,,,,,,,,,,,,
5R05-55483,,"Jackson-Vinton Community Action, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,118 S. New York Avenue,,,Wellston,OH,45692,,5,www.jvcai.org,,097536999,,,,,,,,,,,,,,
5R05-55484,,"Jeffco Workshop, Inc",,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,256 John Scott Highway,,,Steubenville,OH,43952,,5,jcbdd.com,,001730175,,,,,,,,,,,,,,
5R05-55485,,Kno-Ho-Co-Ashland - Coshocton Community Action Commission,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,120 North Fourth Street,,,Coshocton,OH,43812,,5,http://www.knohoco.org/,,075009654,,,,,,,,,,,,,,
5R05-55486,,Licking County Aging Program,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1058 East Main Street,,,Newark,OH,43055,,5,http://lcap.org/,,147211700,,,,,,,,,,,,,,
5R05-55487,,Lucy Idol Center,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,435 Nicholson Rd,,PO Box 162,Vermilion,OH,44089,,5,lucyidolcenter.org,,119298065,,,,,,,,,,,,,,
5R05-55488,,Madison County Board of Developmental Disabilities,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,500 Elm Street,,,London,OH,43140,,5,https://www.co.madison.oh.us/services/board_of_developmental_disabilities/index.php,,061498411,,,,,,,,,,,,,,
5R05-55489,,Metzenbaum Sheltered Industries,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,8090 Cedar Road,,,Chesterland,OH,44026,,5,msigeauga.org,,381102760,,,,,,,,,,,,,,
5R05-55490,,"Morrow County Services for Older Citizens, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,41 West Center St.,,,Mt. Gilead,OH,43338,,5,http://www.seniorsoncenter.org/,,832341192,,,,,,,,,,,,,,
5R05-55491,,Morrow County Area Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2019,4/30/2020,4565 Co Rd 9,,,Cardington,OH,43315,,5,morrowcountyohio.gov,1225,024176146,,,,,,,,,23,,23,,,
5R05-55492,,O'Neill Senior Center,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,333 4th St,,,Marietta,OH,45750,,5,www.oneillcenter.com,,832302418,,,,,,,,,,,,,,
5R05-55493,,"Preble County Council on Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,800 East St. Clair Street,,,Eaton,OH,45320,,5,https://prebleseniorcenter.org/,,832597751,,,,,,,,,,,,,,
5R05-55494,,"Putnam County Council on Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1425 E. Fourth Street,,,Ottawa,OH,45875,,5,https://putnamcouncilonaging.org/,,166881144,,,,,,,,,,,,,,
5R05-55495,,"Residential Home for the Developmentally Disabled, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,1517 Chestnut Street,,,Coshocton,OH,43812,,5,https://www.rhddinc.org/,,107708422,,,,,,,,,,,,,,
5R05-55496,,Seneca County Commission On Aging ,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,382 S. Huron St.,,,Tiffin,OH,44883,,5,http://www.seneca-coa.org/,,114908437,,,,,,,,,,,,,,
5R05-55497,,"Services for Aging, Inc.",,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,130 Shady Lane Drive ,Unit C,,Norwalk,OH,44857,,5,https://sfaconnection.org/,,136876070,,,,,,,,,,,,,,
5R05-55498,,Serving Our Seniors,,,Active,Reduced Asset Reporter,Asset,Private-Non-Profit Corporation,5R05,Ohio Department of Transportation,Asset Subrecipient,12/31/2019,4/30/2020,310 E Boalt Street,,,Sandusky,OH,44870,,5,http://www.servingourseniors.org/,,007578149,,,,,,,,,,,,,,
