NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Operating Expense Type,Operators' Salaries and Wages,Operators' Paid Absences,Other Salaries and Wages,Other Paid Absences,Fringe Benefits,Service Costs,Fuel and Lubricants,Tires and Tubes,Other Materials and Supplies,Utilities,Casualty and Liability Costs,Taxes,PT Funds In Report,PT Funds Reported Separately,Miscellaneous Expenses,Reduced Reporting Waiver - Total OE,Total Operating Expenses,Total Operating Expenses (No Funds Reported Separately),ADA Related Expenses
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,General Administration,$0,$0,"$341,721","$52,835","$171,628","$16,641",$0,$0,"$26,566","$203,317","$150,974",$0,$0,$0,"$5,718",$0,"$969,400","$969,400",$0
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,Total,"$1,372,398","$117,282","$802,350","$101,401","$1,032,132","$199,905","$536,782","$36,020","$152,824","$203,317","$150,974","$1,626",$0,$0,"$9,268",$0,"$4,716,279","$4,716,279","$23,040"
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,Vehicle Maintenance,$0,$0,"$115,124","$6,989","$57,858","$62,752","$6,195",$225,"$96,947",$0,$0,$0,$0,$0,$16,$0,"$346,106","$346,106",$0
41105,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,Vehicle Operations,"$1,372,398","$117,282","$306,635","$37,419","$780,880","$75,577","$530,587","$35,795","$10,043",$0,$0,"$1,626",$0,$0,"$3,534",$0,"$3,271,776","$3,271,776",$0
41157,County of Citrus,Reduced Reporter,Urban,DR,DO,Total,,,,,,,,,,,,,,,,"$1,064,465","$1,064,465","$1,064,465",
41157,County of Citrus,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$616,505","$616,505","$616,505",
44907,Catawba Indian Nation,Reduced Reporter,Tribe,DR,DO,Total,,,,,,,,,,,,,,,,"$390,649","$390,649","$390,649",
44913,Eastern Band of Cherokee Indians,Reduced Reporter,Tribe,DR,DO,Total,,,,,,,,,,,,,,,,"$517,806","$517,806","$517,806",
44913,Eastern Band of Cherokee Indians,Reduced Reporter,Tribe,MB,DO,Total,,,,,,,,,,,,,,,,"$738,257","$738,257","$738,257",
44919,Poarch Band of Creek Indians,Reduced Reporter,Tribe,DR,DO,Total,,,,,,,,,,,,,,,,"$97,078","$97,078","$97,078",
44925,Mississippi Band of Choctaw Indians,Reduced Reporter,Tribe,DR,DO,Total,,,,,,,,,,,,,,,,"$3,147,557","$3,147,557","$3,147,557",
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,Facility Maintenance,$0,$0,$0,$0,$0,$10,$0,$0,$11,$0,$0,$0,"$35,574",$0,$0,$0,"$35,595","$35,595",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,General Administration,$0,$0,"$20,372","$1,493","$2,498","$5,581",$0,$0,$163,$26,$81,$0,"$11,526",$0,"$2,615",$0,"$44,355","$44,355",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,Total,$0,$0,"$20,372","$1,493","$2,498","$5,591",$0,$0,$174,$26,$81,$0,"$168,578",$0,"$2,615",$0,"$201,428","$201,428",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$46,616",$0,$0,$0,"$46,616","$46,616",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,FB,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$74,862",$0,$0,$0,"$74,862","$74,862",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,Facility Maintenance,$0,$0,$0,$0,$0,$30,$0,$0,$40,$0,$0,$0,"$12,641",$0,$7,$0,"$12,718","$12,718",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,General Administration,$0,$0,"$152,615","$37,435","$19,115","$91,400",$0,$0,"$6,471",$235,"$4,206",$0,"$195,222",$0,"$136,373",$0,"$643,072","$643,072",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,Total,$0,$0,"$152,615","$37,435","$19,115","$96,522","$112,947",$0,"$6,511",$235,"$4,206","$23,676","$1,090,019",$0,"$201,486",$0,"$1,744,767","$1,744,767",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$329,014",$0,"$10,922",$0,"$339,936","$339,936",$0
44929,City of Fort Lauderdale,Full Reporter,Urban,MB,PT,Vehicle Operations,$0,$0,$0,$0,$0,"$5,092","$112,947",$0,$0,$0,$0,"$23,676","$553,142",$0,"$54,184",$0,"$749,041","$749,041",$0
44932,City of Tamarac,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$300,165","$300,165","$300,165",
4R01-40907,Blount County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$330,964","$330,964","$330,964",
4R01-40926,Escambia County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$253,678","$253,678","$253,678",
4R01-40960,Etowah County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$553,322","$553,322","$553,322",
4R01-40963,Madison County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$288,788","$288,788","$288,788",
4R01-40965,Cullman County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,357,087","$1,357,087","$1,357,087",
4R01-40982,"H.EL.P., Inc. ",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$308,948","$308,948","$308,948",
4R01-40986,Dekalb County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$297,940","$297,940","$297,940",
4R01-41000,Educational Center for Independence,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$230,798","$230,798","$230,798",
4R01-41009,City of Guntersville,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$234,298","$234,298","$234,298",
4R01-41076,St. Clair County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$754,510","$754,510","$754,510",
4R01-41084,Alabama Tombigbee Regional Planning Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$877,090","$877,090","$877,090",
4R01-41089,City of Eufaula,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$247,474","$247,474","$247,474",
4R01-41107,Chilton County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$432,924","$432,924","$432,924",
4R01-41118,Birmingham Regional Paratransit Consortium,Rural Reporter,Rural,DR,PT,Total,,,,,,,,,,,,,,,,"$192,376","$192,376","$192,376",
4R01-41118,Birmingham Regional Paratransit Consortium,Rural Reporter,Rural,MB,PT,Total,,,,,,,,,,,,,,,,"$48,094","$48,094","$48,094",
4R01-41125,Covington Area Transit System,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$160,070","$160,070","$160,070",
4R01-41129,Pike Area Transit System,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$490,132","$490,132","$490,132",
4R01-41173,Walker County Commission,Rural Reporter,Rural,DR,PT,Total,,,,,,,,,,,,,,,,"$24,390","$24,390","$24,390",
4R01-41173,Walker County Commission,Rural Reporter,Rural,MB,PT,Total,,,,,,,,,,,,,,,,"$97,562","$97,562","$97,562",
4R01-41180,Jackson County Council on Aging,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$418,250","$418,250","$418,250",
4R01-41188,Area Referral & Informtn Services for the Elderly,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$231,714","$231,714","$231,714",
4R01-44926,West Alabama Rural Public Transportation,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,050,619","$2,050,619","$2,050,619",
4R01-44949,Macon County Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$232,680","$232,680","$232,680",
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,$0,$0,$0,
4R02-40207,"Good Wheels, Inc.",Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$4,816,716","$4,816,716","$4,816,716",
4R02-40920,Ride Solution,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,134,719","$1,134,719","$1,134,719",
4R02-40920,Ride Solution,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$1,386,879","$1,386,879","$1,386,879",
4R02-40923,Liberty County Board of County Commissioners,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$458,616","$458,616","$458,616",
4R02-40968,Gulf County ARC,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$946,495","$946,495","$946,495",
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,DR,PT,Total,,,,,,,,,,,,,,,,"$947,941","$947,941","$947,941",
4R02-40999,Sumter County Board of County Commissioners,Rural Reporter,Rural,MB,PT,Total,,,,,,,,,,,,,,,,"$140,383","$140,383","$140,383",
4R02-41037,"Suwannee River Economic Council, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,606,827","$1,606,827","$1,606,827",
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,650,477","$1,650,477","$1,650,477",
4R02-41050,Suwannee Valley Transit Authority,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$24,346","$24,346","$24,346",
4R02-41060,City of Key West Department of Transportation,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$3,952,407","$3,952,407","$3,952,407",
4R02-41080,Marion County Senior Services,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,780,585","$2,780,585","$2,780,585",
4R02-41091,"Calhoun County Senior Citizens Association, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$495,901","$495,901","$495,901",
4R02-41095,FDOT - vanpool,Rural Reporter,Rural,VP,DO,Total,,,,,,,,,,,,,,,,"$232,166","$232,166","$232,166",
4R02-41114,Nassau Council on Aging,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$776,609","$776,609","$776,609",
4R02-41114,Nassau Council on Aging,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$180,354","$180,354","$180,354",
4R02-41148,Wakulla County Transportation,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$521,871","$521,871","$521,871",
4R02-41153,Big Bend Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$4,420,308","$4,420,308","$4,420,308",
4R02-41153,Big Bend Transit,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$337,163","$337,163","$337,163",
4R02-41153,Big Bend Transit,Rural Reporter,Rural,VP,DO,Total,,,,,,,,,,,,,,,,"$44,156","$44,156","$44,156",
4R02-41170,Baker Council on Aging,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$842,714","$842,714","$842,714",
4R02-41170,Baker Council on Aging,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$197,557","$197,557","$197,557",
4R02-41184,Levy County Board of County Commissioners,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$809,666","$809,666","$809,666",
4R02-41186,"Tri-County Community Council, Inc",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,896,376","$2,896,376","$2,896,376",
4R02-41194,Central Florida Regional Planning Council - Desoto,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$98,000","$98,000","$98,000",
4R02-41198,"Jackson County Transportation, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,436,173","$1,436,173","$1,436,173",
4R02-41198,"Jackson County Transportation, Inc.",Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$25,216","$25,216","$25,216",
4R02-44938,Central Florida Regional Planning Council,Rural Reporter,Rural,DR,PT,Total,,,,,,,,,,,,,,,,"$3,088,053","$3,088,053","$3,088,053",
4R03-40903,Macon County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$210,816","$210,816","$210,816",
4R03-40904,Rabun County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$199,717","$199,717","$199,717",
4R03-40905,Three Rivers Regional Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,726,030","$1,726,030","$1,726,030",
4R03-40906,Ware County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$283,652","$283,652","$283,652",
4R03-40908,Heard County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$125,140","$125,140","$125,140",
4R03-40910,Peach County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$182,995","$182,995","$182,995",
4R03-40912,Crisp County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$483,125","$483,125","$483,125",
4R03-40924,Warren County Commission Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$114,806","$114,806","$114,806",
4R03-40925,Pulaski County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$67,491","$67,491","$67,491",
4R03-40931,Baldwin County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$132,768","$132,768","$132,768",
4R03-40936,Wilkinson County Commission Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$186,637","$186,637","$186,637",
4R03-40940,Tift Transit System,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$159,655","$159,655","$159,655",
4R03-40945,Putnam County CommissionTransit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$237,703","$237,703","$237,703",
4R03-40946,Jones County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$174,683","$174,683","$174,683",
4R03-40951,Burke County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$399,526","$399,526","$399,526",
4R03-40956,Dodge County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$176,120","$176,120","$176,120",
4R03-40961,Lincoln County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$89,421","$89,421","$89,421",
4R03-40964,Cook County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$429,646","$429,646","$429,646",
4R03-40967,Lowndes County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$438,860","$438,860","$438,860",
4R03-40977,Jefferson County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$365,308","$365,308","$365,308",
4R03-40985,Banks County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$110,832","$110,832","$110,832",
4R03-40994,Habersham County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$132,891","$132,891","$132,891",
4R03-41007,Dade County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$315,544","$315,544","$315,544",
4R03-41008,Jenkins County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$66,635","$66,635","$66,635",
4R03-41012,Chattooga County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$148,245","$148,245","$148,245",
4R03-41016,Brooks County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$262,051","$262,051","$262,051",
4R03-41017,Dooly County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$598,378","$598,378","$598,378",
4R03-41019,Troup County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$309,224","$309,224","$309,224",
4R03-41021,Elbert County ,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$316,335","$316,335","$316,335",
4R03-41033,Towns County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$92,763","$92,763","$92,763",
4R03-41035,City of Cedartown,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$59,291","$59,291","$59,291",
4R03-41036,Turner County ,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$172,025","$172,025","$172,025",
4R03-41040,Murray County Transportation System,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$305,742","$305,742","$305,742",
4R03-41041,Greene County Commission Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$291,707","$291,707","$291,707",
4R03-41046,Taliaferro County Board of Commissioners,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$53,584","$53,584","$53,584",
4R03-41055,McDuffie County Commission Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$277,390","$277,390","$277,390",
4R03-41057,Dawson County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$247,046","$247,046","$247,046",
4R03-41062,Hancock County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$258,122","$258,122","$258,122",
4R03-41065,Twiggs County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$111,223","$111,223","$111,223",
4R03-41074,Glascock County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$88,936","$88,936","$88,936",
4R03-41077,Taylor County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$218,923","$218,923","$218,923",
4R03-41078,Morgan County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$293,445","$293,445","$293,445",
4R03-41085,Haralson County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$191,539","$191,539","$191,539",
4R03-41086,Catoosa County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$591,099","$591,099","$591,099",
4R03-41088,Forsyth County Public Transportation,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$384,292","$384,292","$384,292",
4R03-41099,Telfair County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$129,013","$129,013","$129,013",
4R03-41103,Wheeler County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$141,957","$141,957","$141,957",
4R03-41104,Talbot County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$369,188","$369,188","$369,188",
4R03-41108,Lower Chattahoochee Regional Transit Authority,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,123,090","$1,123,090","$1,123,090",
4R03-41112,Coastal Regional Commission,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$4,060,381","$4,060,381","$4,060,381",
4R03-41126,Pierce County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$311,816","$311,816","$311,816",
4R03-41128,Berrien County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$151,459","$151,459","$151,459",
4R03-41133,Coweta County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$367,315","$367,315","$367,315",
4R03-41138,Whitfield County W.T.S.,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$644,366","$644,366","$644,366",
4R03-41139,Columbia County CommissionTransit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$587,388","$587,388","$587,388",
4R03-41140,Clay County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$303,083","$303,083","$303,083",
4R03-41142,Wayne County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$499,152","$499,152","$499,152",
4R03-41144,Hart County Public Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$118,339","$118,339","$118,339",
4R03-41145,Union County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$87,989","$87,989","$87,989",
4R03-41147,Bacon County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$119,082","$119,082","$119,082",
4R03-41149,City of Americus,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$331,867","$331,867","$331,867",
4R03-41154,Jackson County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$173,101","$173,101","$173,101",
4R03-41155,Social Circle Area Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$116,009","$116,009","$116,009",
4R03-41156,Wilcox County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$163,659","$163,659","$163,659",
4R03-41158,Lumpkin County ,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$126,667","$126,667","$126,667",
4R03-41168,Wilkes County Commission Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$188,357","$188,357","$188,357",
4R03-41171,Walker County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$572,593","$572,593","$572,593",
4R03-41176,Crawford County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$119,634","$119,634","$119,634",
4R03-41177,Southwest Georgia RC,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$5,461,549","$5,461,549","$5,461,549",
4R03-41185,Thomas County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,078,324","$1,078,324","$1,078,324",
4R03-41190,Paulding County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$248,788","$248,788","$248,788",
4R03-41196,Bleckley County Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$123,643","$123,643","$123,643",
4R03-44936,Brantley County,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$59,628","$59,628","$59,628",
4R03-44937,Ben HIll,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$511,520","$511,520","$511,520",
4R03-44945,"North Georgia Community Action, Inc. ",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,043,980","$1,043,980","$1,043,980",
4R04-40909,"Middle Kentucky River Area Development Council, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$856,306","$856,306","$856,306",
4R04-40941,"Rural Transit Enterprises Coordinated, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$11,938,335","$11,938,335","$11,938,335",
4R04-40941,"Rural Transit Enterprises Coordinated, Inc.",Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$10,309","$10,309","$10,309",
4R04-40948,Bluegrass Community Action Agency,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$5,392,799","$5,392,799","$5,392,799",
4R04-40948,Bluegrass Community Action Agency,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$272,352","$272,352","$272,352",
4R04-40953,"Pennyrile Allied Community Services, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$4,418,585","$4,418,585","$4,418,585",
4R04-40953,"Pennyrile Allied Community Services, Inc.",Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$365,194","$365,194","$365,194",
4R04-40971,Licking Valley CAP,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,496,385","$1,496,385","$1,496,385",
4R04-40972,Gateway Community Services Organization,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$146,357","$146,357","$146,357",
4R04-40979,"KY River Foothills Development Council, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,538,042","$1,538,042","$1,538,042",
4R04-40979,"KY River Foothills Development Council, Inc.",Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$570,037","$570,037","$570,037",
4R04-40997,Owen County Fiscal Court,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$453,746","$453,746","$453,746",
4R04-41006,Sandy Valley Transportation Services,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$5,670,021","$5,670,021","$5,670,021",
4R04-41013,Paducah Transit Authority,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,489,033","$2,489,033","$2,489,033",
4R04-41013,Paducah Transit Authority,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$829,462","$829,462","$829,462",
4R04-41023,Daniel Boone Development Council,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$4,692,315","$4,692,315","$4,692,315",
4R04-41032,Maysville Transit System,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$275,456","$275,456","$275,456",
4R04-41053,Murray-Calloway County Transit Authority,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,120,165","$1,120,165","$1,120,165",
4R04-41053,Murray-Calloway County Transit Authority,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$154,177","$154,177","$154,177",
4R04-41083,Glasgow Transit System,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$116,965","$116,965","$116,965",
4R04-41090,"Louisville WHEELS Transportation, Inc",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,878,050","$2,878,050","$2,878,050",
4R04-41094,Northeast KY Area Development Council,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,188,755","$1,188,755","$1,188,755",
4R04-41098,"Harlan County Community Action Agency, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,595,643","$1,595,643","$1,595,643",
4R04-41120,Frankfort Transit System,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$377,939","$377,939","$377,939",
4R04-41120,Frankfort Transit System,Rural Reporter,Rural,MB,DO,Total,,,,,,,,,,,,,,,,"$1,007,745","$1,007,745","$1,007,745",
4R04-41165,Central Kentucky Community Action Council,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,971,793","$2,971,793","$2,971,793",
4R04-41179,Fulton County Transit Authority,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$2,946,845","$2,946,845","$2,946,845",
4R04-44939,Carroll County Wellness Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$131,770","$131,770","$131,770",
4R04-44944,Scottsville Transit,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$1,925","$1,925","$1,925",
4R05-40916,"United Community Action Committee, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$281,905","$281,905","$281,905",
4R05-40922,"South Central Community Action Agency, Inc.",Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$700,063","$700,063","$700,063",
4R05-40955,Hinds County Human Resource Agency,Rural Reporter,Rural,DR,DO,Total,,,,,,,,,,,,,,,,"$514,025","$514,025","$514,025",
