NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
5R02-50365,Town of Waveland,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$2,565",$0,"$2,565"
5R02-50387,Union County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50387,Union County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$41,592",$0,"$41,592"
5R02-50389,Orange County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50389,Orange County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$20,821",$0,"$20,821"
5R02-50392,VanGo,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50392,VanGo,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$35,175",$0,"$35,175"
5R02-50399,"Fayette Community on Aging & Aged, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50399,"Fayette Community on Aging & Aged, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$39,500",$0,"$39,500"
5R02-50403,Wells County Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50403,Wells County Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$21,909",$0,"$21,909"
5R02-50407,Transit Authority of Stone City,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50407,Transit Authority of Stone City,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$19,103",$0,"$19,103"
5R02-50422,Noble Co. Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50422,Noble Co. Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$55,066",$0,"$55,066"
5R02-50441,Wabash County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50441,Wabash County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$24,450",$0,"$24,450"
5R02-50444,White County Public Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50444,White County Public Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$19,550",$0,"$19,550"
5R02-50454,Y Miami Go,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50454,Y Miami Go,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$55,881",$0,"$55,881"
5R02-50468,Whitley County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50468,Whitley County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$109,865",$0,"$109,865"
5R02-50483,Franklin County Public Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50483,Franklin County Public Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$28,799",$0,"$28,799"
5R02-50484,Fulton County Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50484,Fulton County Council on Aging,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$82,683",$0,"$82,683"
5R02-50485,City of Marion,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50485,City of Marion,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
5R02-50485,City of Marion,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R02-50485,City of Marion,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
5R02-50493,Area 7 Agency on Aging - Vigo Co.,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50493,Area 7 Agency on Aging - Vigo Co.,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$13,928",$0,"$13,928"
5R02-50499,Clinton County Commissioners,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50499,Clinton County Commissioners,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$37,066",$0,"$37,066"
5R02-50501,City of Seymour,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-50501,City of Seymour,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$50,786",$0,"$50,786"
5R02-55310,Kankakee-Iroquois Regional Planning Commission,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R02-55310,Kankakee-Iroquois Regional Planning Commission,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$57,721",$0,"$57,721"
5R03-50217,Iosco Transit Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50217,Iosco Transit Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$78,567",$0,"$78,567"
5R03-50224,Caro Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50224,Caro Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$91,917",$0,"$91,917"
5R03-50225,Arenac County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50225,Arenac County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$17,241",$0,"$17,241"
5R03-50227,Shiawassee Area Transportation Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50227,Shiawassee Area Transportation Agency,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$106,349",$0,"$106,349"
5R03-50233,Thunderbay Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50233,Thunderbay Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$107,060",$0,"$107,060"
5R03-50240,Schoolcraft Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50240,Schoolcraft Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$71,761",$0,"$71,761"
5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$37,630",$0,"$37,630"
5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,FB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,FB,DO,Funds Expended on Operations,"$1,502,875",$0,"$1,502,875"
5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50241,Eastern Upper Peninsula Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$119,161",$0,"$119,161"
5R03-50242,Roscommon County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50242,Roscommon County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$180,543",$0,"$180,543"
5R03-50244,Isabella County Transportation Commission,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50244,Isabella County Transportation Commission,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$380,177",$0,"$380,177"
5R03-50244,Isabella County Transportation Commission,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50244,Isabella County Transportation Commission,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,"$15,244","$15,244"
5R03-50260,Eaton County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50260,Eaton County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$161,280",$0,"$161,280"
5R03-50260,Eaton County Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50260,Eaton County Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$3,676",$0,"$3,676"
5R03-50265,"Marshall, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50265,"Marshall, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$47,508",$0,"$47,508"
5R03-50268,Hillsdale Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50268,Hillsdale Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$46,388",$0,"$46,388"
5R03-50282,Kalkaska Public Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50282,Kalkaska Public Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$100,580",$0,"$100,580"
5R03-50282,Kalkaska Public Transit Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50282,Kalkaska Public Transit Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$58,270",$0,"$58,270"
5R03-50285,Straits Regional Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50285,Straits Regional Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$81,500",$0,"$81,500"
5R03-50310,Cass County Transportation Authority,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
5R03-50310,Cass County Transportation Authority,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$21,492",$0,"$21,492"
5R03-50313,Charlevoix County Public Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50313,Charlevoix County Public Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$80,908",$0,"$80,908"
5R03-50314,Clinton Area Transit System,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50314,Clinton Area Transit System,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$89,967",$0,"$89,967"
5R03-50323,Adrian Dial-A-Ride,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
5R03-50323,Adrian Dial-A-Ride,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$74,487",$0,"$74,487"
5R03-50335,Greater Lapeer Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50335,Greater Lapeer Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$579,114",$0,"$579,114"
5R03-50337,Branch Area Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50337,Branch Area Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$159,347",$0,"$159,347"
5R03-50337,Branch Area Transit Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50337,Branch Area Transit Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$7,945",$0,"$7,945"
5R03-50340,Otsego County Board of Commissioners,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50340,Otsego County Board of Commissioners,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$78,445",$0,"$78,445"
5R03-50344,Ogemaw County Public Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50344,Ogemaw County Public Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$76,869",$0,"$76,869"
5R03-50346,Sanilac County Board of Commissioners,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50346,Sanilac County Board of Commissioners,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$47,530",$0,"$47,530"
5R03-50355,Barry County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50355,Barry County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$262,327",$0,"$262,327"
5R03-50355,Barry County Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50355,Barry County Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
5R03-50356,Delta Area Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50356,Delta Area Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$113,406",$0,"$113,406"
5R03-50369,"Manistee County Transportation, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50369,"Manistee County Transportation, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$142,936",$0,"$142,936"
5R03-50370,Huron Transit Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50370,Huron Transit Corporation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$1,288,927",$0,"$1,288,927"
5R03-50371,Ontonagon County Public Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50371,Ontonagon County Public Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$62,999",$0,"$62,999"
5R03-50374,Cadillac/Wexford Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50374,Cadillac/Wexford Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$141,442",$0,"$141,442"
5R03-50383,Van Buren Public Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50383,Van Buren Public Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$259,273",$0,"$259,273"
5R03-50383,Van Buren Public Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50383,Van Buren Public Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,"$5,995","$5,995"
5R03-50386,Houghton Motor Transit Line,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50386,Houghton Motor Transit Line,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$53,673",$0,"$53,673"
5R03-50386,Houghton Motor Transit Line,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50386,Houghton Motor Transit Line,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$61,313",$0,"$61,313"
5R03-50395,Gladwin City/County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50395,Gladwin City/County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$208,867",$0,"$208,867"
5R03-50398,Belding-Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50398,Belding-Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$41,858",$0,"$41,858"
5R03-50404,Greenville Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50404,Greenville Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$60,999",$0,"$60,999"
5R03-50408,"Hancock, City of ",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50408,"Hancock, City of ",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$46,351",$0,"$46,351"
5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$83,512",$0,"$83,512"
5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50413,Bay Area Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$342,196",$0,"$342,196"
5R03-50416,Mecosta Osceola Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50416,Mecosta Osceola Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$39,508",$0,"$39,508"
5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$31,319",$0,"$31,319"
5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50427,Marquette County Transit Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$194,413",$0,"$194,413"
5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$208,756",$0,"$208,756"
5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50436,St. Joseph County Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,"$31,926","$31,926"
5R03-50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$87,468",$0,"$87,468"
5R03-50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50437,Big Rapids Dial-A-Ride,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
5R03-50452,Antrim County Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50452,Antrim County Transportation,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$27,283",$0,"$27,283"
5R03-50453,Clare County Transit ,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50453,Clare County Transit ,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$126,744",$0,"$126,744"
5R03-50455,Gogebic County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50455,Gogebic County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$54,305",$0,"$54,305"
5R03-50456,Allegan County Transportation Services,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
5R03-50456,Allegan County Transportation Services,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$97,076",$0,"$97,076"
5R03-50457,Benzie Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50457,Benzie Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$131,183",$0,"$131,183"
5R03-50457,Benzie Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-50457,Benzie Transportation Authority,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$21,321",$0,"$21,321"
5R03-50459,Ludington Mass Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50459,Ludington Mass Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$196,593",$0,"$196,593"
5R03-50463,Berrien County Public Transportation,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
5R03-50463,Berrien County Public Transportation,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$262,726",$0,"$262,726"
5R03-50473,Lenawee Transportation Corporation,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
5R03-50473,Lenawee Transportation Corporation,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$159,178",$0,"$159,178"
5R03-50476,Yates Township Transportation System,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50476,Yates Township Transportation System,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$36,842",$0,"$36,842"
5R03-50487,"Sault Sainte Marie, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50487,"Sault Sainte Marie, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$22,165",$0,"$22,165"
5R03-50492,Alma-Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50492,Alma-Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$62,208",$0,"$62,208"
5R03-50494,Dowagiac Dial-A--Ride,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
5R03-50494,Dowagiac Dial-A--Ride,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$27,410",$0,"$27,410"
5R03-50495,Interurban Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50495,Interurban Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$55,125",$0,"$55,125"
5R03-50503,Crawford County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50503,Crawford County Transportation Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$214,393",$0,"$214,393"
5R03-50511,ALTRAN Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50511,ALTRAN Transit Authority,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$252,932",$0,"$252,932"
5R03-50514,Ionia Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-50514,Ionia Dial-A-Ride,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$78,928",$0,"$78,928"
5R03-55321,Peoples Express,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-55321,Peoples Express,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$84,623",$0,"$84,623"
5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$57,092",$0,"$57,092"
5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R03-55322,Western-Washtenaw Area Value Express,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$2,760",$0,"$2,760"
5R03-55323,Pioneer Resources - Muskegon,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-55323,Pioneer Resources - Muskegon,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$0,$0,$0
5R03-55440,Key Opportunities,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R03-55440,Key Opportunities,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,$740,$0,$740
5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$123,816",$0,"$123,816"
5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50231,Rainbow Rider Transit Board,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$156,565",$0,"$156,565"
5R04-50245,"Granite Falls, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50245,"Granite Falls, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$36,622",$0,"$36,622"
5R04-50262,"Morris, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50262,"Morris, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$87,143",$0,"$87,143"
5R04-50264,Isanti County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50264,Isanti County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$10,715",$0,"$10,715"
5R04-50264,Isanti County,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50264,Isanti County,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$70,033",$0,"$70,033"
5R04-50297,Kanabec County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50297,Kanabec County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$1,161",$0,"$1,161"
5R04-50297,Kanabec County,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50297,Kanabec County,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$22,141",$0,"$22,141"
5R04-50321,Volunteer Interfaith Network Effort,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50321,Volunteer Interfaith Network Effort,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$17,035",$0,"$17,035"
5R04-50322,"Brainerd, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50322,"Brainerd, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$107,368",$0,"$107,368"
5R04-50322,"Brainerd, City of",Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50322,"Brainerd, City of",Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$33,037",$0,"$33,037"
5R04-50332,"Hibbing, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50332,"Hibbing, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$33,193",$0,"$33,193"
5R04-50332,"Hibbing, City of",Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50332,"Hibbing, City of",Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$32,380",$0,"$32,380"
5R04-50334,"Prairie Five CAC, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50334,"Prairie Five CAC, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$198,942",$0,"$198,942"
5R04-50349,"Winona, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50349,"Winona, City of",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$5,043",$0,"$5,043"
5R04-50349,"Winona, City of",Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50349,"Winona, City of",Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$129,050",$0,"$129,050"
5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$99,107",$0,"$99,107"
5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
5R04-50353,"Tri-Valley Opportunity Council, Inc.",Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$181,888",$0,"$181,888"
5R04-50379,Becker County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50379,Becker County Transit,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$70,231",$0,"$70,231"
5R04-50384,Brown County Family Services,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
5R04-50384,Brown County Family Services,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$70,089",$0,"$70,089"
